seqid,org_ID,parent_ID,code,name,name_30,name_15,orgtype_ID,org_type,address1,address2,city,state,zipcode,grade_span,subtype_ID,subtype_nm,source,reptsource,add_orig,match_note,score,match_add,xcoord,ycoord
245,216,50,06112,Hopkins Hill School,Hopkins Hill School,Hopkins Hill,2,School,95 Johnson Boulevard,,Coventry,RI,02816,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"95 JOHNSON BLVD, COVENTRY, RI, 02816",311602.1155331502,215161.05936642722
246,219,50,06116,Tiogue School,Tiogue School,Tiogue School,2,School,170 East Shore Drive,,Coventry,RI,02816,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"170 E SHORE DR, COVENTRY, RI, 02816",316292.21045957133,216361.70599510064
247,222,50,06121,Washington Oak School,Washington Oak School,Washington Oak,2,School,801 Read School House Road,,Coventry,RI,02816,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"801 READ SCHOOL HOUSE RD, COVENTRY, RI, 02816",298994.1222514616,232486.7945517562
248,214,50,06109,Western Coventry School,Western Coventry School,West. Coventry,2,School,4588 Flat River Road,,Coventry,RI,02816,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,92.08,"4588 FLAT RIVER RD, COVENTRY, RI, 02827",276289.25934854907,223213.96031881773
249,276,51,07125,Arlington School,Arlington School,Arlington,2,School,155 Princess Avenue,,Cranston,RI,02920,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"155 PRINCESS AV, CRANSTON, RI, 02920",340367.1712533394,258993.56696317845
250,3119,51,07104,Cranston Early Learning Center,Cranston Early Learning Center,Cranston Early ,2,School,45 Sprague Avenue,,Cranston,RI,02910,PK - PF,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"45 SPRAGUE AV, CRANSTON, RI, 02910",345159.3509873383,256073.22362068246
251,277,51,07126,Cranston High School West,Cranston High School West     ,Cranston West  ,2,School,80 Metropolitan Avenue,,Cranston,RI,02920,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"80 METROPOLITAN AV, CRANSTON, RI, 02920",334489.68010003655,250929.5374183224
252,261,51,07110,Daniel D. Waterman School,Daniel D. Waterman School,Waterman School,2,School,722 Pontiac Avenue,,Cranston,RI,02910,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"722 PONTIAC AV, CRANSTON, RI, 02910",344431.85990639013,248917.32450140326
253,269,51,07118,Eden Park School,Eden Park School,Eden Park,2,School,180 Oakland Avenue,,Cranston,RI,02910,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"180 OAKLAND AV, CRANSTON, RI, 02910",342849.7952468555,251091.68331082468
254,281,51,07130,Edgewood Highland School,Edgewood Highland,Edgewood School,2,School,160 Pawtuxet Avenue,,Cranston,RI,02905,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"160 PAWTUXET AV, CRANSTON, RI, 02905",356276.04545666487,254373.84868440568
255,268,51,07117,Edward S. Rhodes School,Edward S. Rhodes School       ,Rhodes School  ,2,School,160 Shaw Avenue,,Cranston,RI,02905,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"160 SHAW AV, CRANSTON, RI, 02905",356366.09742406424,251994.33669214108
256,273,51,07122,Garden City School,Garden City School            ,Garden City    ,2,School,70 Plantations Drive,,Cranston,RI,02920,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"70 PLANTATIONS DR, CRANSTON, RI, 02920",341323.96844945964,247178.1309377729
257,275,51,07124,George J. Peters School,George J. Peters School,Peters School,2,School,15 Mayberry Street,,Cranston,RI,02920,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"15 MAYBERRY ST, CRANSTON, RI, 02920",335912.2481542275,254960.27315615665
258,270,51,07119,Gladstone Street School,Gladstone Street School,Gladstone St.,2,School,50 Gladstone Street,,Cranston,RI,02920,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"50 GLADSTONE ST, CRANSTON, RI, 02920",341650.92538561777,260529.80450726784
259,279,51,07128,Glen Hills School,Glen Hills School,Glen Hills,2,School,50 Glen Hills Drive,,Cranston,RI,02920,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"50 GLEN HILLS DR, CRANSTON, RI, 02920",336941.7619372528,245183.44376928755
260,266,51,07115,Hugh B. Bain Middle School,Hugh B. Bain Middle School,Hugh B. Bain,2,School,135 Gansett Avenue,,Cranston,RI,02910,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"135 GANSETT AV, CRANSTON, RI, 02910",341131.62544254796,256126.08641789318
261,255,51,07103,Oak Lawn School,Oak Lawn School,Oak Lawn School,2,School,36 Stoneham Street,,Cranston,RI,02920,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"36 STONEHAM ST, CRANSTON, RI, 02920",332754.155085241,241655.45786177946
262,286,51,07136,Orchard Farms Elementary School,Orchard Farms El. School,Orchard Farms,2,School,1555 Scituate Avenue,,Cranston,RI,02921,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"1555 SCITUATE AV, CRANSTON, RI, 02921",319740.31718644913,252441.2293962075
263,274,51,07123,Park View Middle School,Park View Middle School,Park View,2,School,25 Park View Boulevard,,Cranston,RI,02910,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"25 PARK VIEW BLVD, CRANSTON, RI, 02910",350919.4168499355,251085.44479480607
264,271,51,07120,Stadium School,Stadium School,Stadium School,2,School,100 Crescent Avenue,,Cranston,RI,02910,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"100 CRESCENT AV, CRANSTON, RI, 02910",342485.61741251877,257149.96055070971
265,278,51,07127,Stone Hill School,Stone Hill School             ,Stone Hill     ,2,School,21 Village Avenue,,Cranston,RI,02920,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"21 VILLAGE AV, CRANSTON, RI, 02920",332400.5823315361,256456.6444809076
266,280,51,07129,Western Hills Middle School,Western Hills Middle School   ,Western Hills  ,2,School,400 Phenix Avenue,,Cranston,RI,02920,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"400 PHENIX AV, CRANSTON, RI, 02920",334415.54368558235,252021.21029960597
267,267,51,07116,William R. Dutemple School,W. R. Dutemple School,Dutemple School,2,School,32 Garden Street,,Cranston,RI,02910,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"32 GARDEN ST, CRANSTON, RI, 02910",346988.77498831134,254214.09032314506
268,272,51,07121,Woodridge School,Woodridge School,Woodridge,2,School,401 Budlong Road,,Cranston,RI,02920,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"401 BUDLONG RD, CRANSTON, RI, 02920",339316.4949010353,251094.11446805258
269,361,52,08112,Ashton School,Ashton School,Ashton School,2,School,130 Scott Road,,Cumberland,RI,02864,KG - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"130 SCOTT RD, CUMBERLAND, RI, 02864",347701.72671787714,314882.45690681046
270,356,52,08107,B.F. Norton Elementary School,B.F. Norton Elementary School,B.F. Norton,2,School,364 Broad Street,,Cumberland,RI,02864,KG - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"364 BROAD ST, CUMBERLAND, RI, 02864",356808.67512150115,300796.04241066996
271,358,52,08109,Community School,Community School,Community,2,School,15 Arnold Mills Road,,Cumberland,RI,02864,KG - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"15 ARNOLD MILLS RD, CUMBERLAND, RI, 02864",355713.08383346203,325603.63818575244
272,362,52,08114,Cumberland High School,Cumberland High School,Cumberland High,2,School,2600 Mendon Road,,Cumberland,RI,02864,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"2600 MENDON RD, CUMBERLAND, RI, 02864",342527.5062912148,321567.34211768414
273,367,52,08121,Cumberland Preschool Center,Cumberland Preschool Center ,Cumberland Pre,2,School,130 Scott Road,,Cumberland,RI,02864,PK - PF,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"130 SCOTT RD, CUMBERLAND, RI, 02864",347701.72671787714,314882.45690681046
274,357,52,08108,Garvin Memorial School,Garvin Memorial,Garvin School,2,School,1364 Diamond Hill Road,,Cumberland,RI,02864,KG - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"1364 DIAMOND HILL RD, CUMBERLAND, RI, 02864",354895.4495671435,308138.49417869985
275,359,52,08110,John J. McLaughlin Cumberland Hill School,John J. McLaughlin Cumberland,John J.,2,School,2602 Mendon Road,,Cumberland,RI,02864,KG - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"2602 MENDON RD, CUMBERLAND, RI, 02864",342508.3663812936,321264.7721077807
276,363,52,08115,Joseph L. McCourt Middle School,Joseph L. McCourt MS,Joseph L.,2,School,45 Highland Avenue,,Cumberland,RI,02864,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"45 HIGHLAND AV, CUMBERLAND, RI, 02864",357298.2380060155,304356.6883178052
277,364,52,08116,North Cumberland Middle School,North Cumberland Middle,N. Cumberland,2,School,400 Nate Whipple Highway,,Cumberland,RI,02864,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"400 NATE WHIPPLE HWY, CUMBERLAND, RI, 02864",348382.16122377047,327504.3311840904
278,392,56,09103,Archie R. Cole Middle School,Archie R. Cole MS,Archie R. Cole,2,School,100 Cedar Avenue,,East Greenwich,RI,02818,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"100 CEDAR AV, EAST GREENWICH, RI, 02818",338293.77090785344,207043.0724087081
279,394,56,09106,East Greenwich High School,East Greenwich High,E. Greenwich Sr,2,School,300 Avenger Drive,,East Greenwich,RI,02818,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"300 AVENGER DR, EAST GREENWICH, RI, 02818",332564.2392695585,202408.27936872304
280,393,56,09105,Frenchtown School,Frenchtown School,Frenchtown,2,School,1100 Frenchtown Road,,East Greenwich,RI,02818,KF - 02,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"1100 FRENCHTOWN RD, EAST GREENWICH, RI, 02818",326711.22626048134,197426.61214690562
281,396,56,09108,George Hanaford School,George Hanaford School,Hanaford School,2,School,200 Middle Road,,East Greenwich,RI,02818,03 - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"200 MIDDLE RD, EAST GREENWICH, RI, 02818",336569.27136955626,206680.95689371636
282,391,56,09102,James H. Eldredge El. School,James H. Eldredge School,Eldredge School,2,School,101 First Avenue,,East Greenwich,RI,02818,03 - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"101 FIRST AV, EAST GREENWICH, RI, 02818",340060.4409107573,209205.93775377987
283,395,56,09107,Meadowbrook Farms School,Meadowbrook Farms School,Meadowbrook,2,School,2 Chestnut Drive,,East Greenwich,RI,02818,PK - 02,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"2 CHESTNUT DR, EAST GREENWICH, RI, 02818",333120.9584107439,201557.10068505828
284,432,57,10116,Agnes B. Hennessey School,Agnes B. Hennessey School,Hennessey,2,School,75 Fort Street,,East Providence,RI,02914,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"75 FORT ST, EAST PROVIDENCE, RI, 02914",360086.46203247266,265680.25670347904
285,430,57,10114,Alice M. Waddington School,Waddington School,Waddington,2,School,101 Legion Way,,Riverside,RI,02915,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,95.3,"101 LEGION WY, EAST PROVIDENCE, RI, 02915",371147.91410534433,247953.78907342308
286,428,57,10112,East Providence High School,East Providence High,E. Prov. High,2,School,2000 Pawtucket Avenue,,East Providence,RI,02914,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"2000 PAWTUCKET AV, EAST PROVIDENCE, RI, 02914",367749.4378867038,268255.53435956826
287,425,57,10109,Edward R. Martin Middle School,Edward Martin Middle,Martin Middle,2,School,111 Brown Street,,East Providence,RI,02914,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"111 BROWN ST, EAST PROVIDENCE, RI, 02914",364665.87386604684,263713.93832398375
288,3165,57,10104,Edward R. Martin Middle School Annex,Edward R. Martin Middle Annex,Martin Annex,2,School,111 Brown Street,,East Providence,RI,02914,PF - PF,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"111 BROWN ST, EAST PROVIDENCE, RI, 02914",364665.87386604684,263713.93832398375
289,433,57,10117,Emma G. Whiteknact School,Emma G. Whiteknact School,Whiteknact,2,School,261 Grosvenor Avenue,,East Providence,RI,02914,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"261 GROSVENOR AV, EAST PROVIDENCE, RI, 02914",364980.24668820173,266918.69136815093
290,3420,57,10106,James R. D. Oldham School,James R. D. Oldham School,James R. D. Old,2,School,60 Bart Drive,,Riverside,RI,02915,PK - PF,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,95.3,"60 BART DR, EAST PROVIDENCE, RI, 02915",370650.14160343737,251383.72756007116
291,429,57,10113,Kent Heights School,Kent Heights School,Kent Heights,2,School,2680 Pawtucket Avenue,,East Providence,RI,02914,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"2680 PAWTUCKET AV, EAST PROVIDENCE, RI, 02914",365817.1120824124,261739.14460518022
292,441,57,10125,Myron J. Francis Elementary School,Myron J. Francis Elementary,Myron Francis,2,School,64 Bourne Avenue,,Rumford,RI,02916,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,95.04,"64 BOURNE AV, EAST PROVIDENCE, RI, 02916",366074.7235305948,276315.5106537116
293,440,57,10124,Orlo Avenue School,Orlo Avenue School,Orlo Avenue,2,School,25 Orlo Avenue,,East Providence,RI,02914,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"25 ORLO AV, EAST PROVIDENCE, RI, 02914",364903.8020624806,270360.97600887786
294,438,57,10122,Riverside Middle School,Riverside Middle School,Riverside Middl,2,School,179 Forbes Street,,Riverside,RI,02915,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,95.3,"179 FORBES ST, EAST PROVIDENCE, RI, 02915",369021.5478466804,252822.61966507757
295,439,57,10123,Silver Spring School,Silver Spring School,Silver Spring,2,School,120 Silver Spring Avenue,,East Providence,RI,02914,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,92.08,"120 SILVER SPRING AV, EAST PROVIDENCE, RI",363703.250617777,260398.66082691922
296,1611,58,97103,Metcalf School,Metcalf School,Metcalf School,2,School,30 Nooseneck Hill Road,,Exeter,RI,02822,02 - 06,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,92.08,"30 NOOSENECK HILL RD, EXETER, RI, 02817",288913.89396095235,188366.3157864649
297,1610,58,97102,Mildred E. Lineham School,Mildred E. Lineham School,Lineham School,2,School,859 Nooseneck Hill Road,,West Greenwich,RI,02817,PK - PF,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"859 NOOSENECK HILL RD, WEST GREENWICH, RI, 02817",290540.24692842097,192928.34861355866
298,1609,58,97101,Wawaloam School,Wawaloam School,Wawaloam School,2,School,100 Victory Highway,,Exeter,RI,02822,KF - 01,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"100 VICTORY HWY, EXETER, RI, 02822",295191.6218091396,183066.63098965015
299,495,59,12101,Captain Isaac Paine Elementary School,Capt. Isaac Paine El. School,Paine School,2,School,160 Foster Center Road,,Foster,RI,02825,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"160 FOSTER CENTER RD, FOSTER, RI, 02825",264668.37142535485,266204.26032105496
300,1657,60,99102,Ponaganset High School,Ponaganset High School,Ponaganset High,2,School,137 Anan Wade Road,,North Scituate,RI,02857,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,97.12,"137 ANAN WADE RD, GLOCESTER, RI, 02857",269501.06780248554,285020.025199149
301,1656,60,99101,Ponaganset Middle School,Ponaganset Middle School,Ponaganset Mid.,2,School,7 Rustic Hill Road,,North Scituate,RI,02857,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,82.02,"7 RUSTIC WY, SCITUATE, RI, 02831",307603.12364923407,238308.92432864188
302,506,61,13103,Fogarty Memorial School,Fogarty Memorial,Fogarty,2,School,736 Snake Hill Road,,North Scituate,RI,02857,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,97.12,"736 SNAKE HILL RD, GLOCESTER, RI, 02857",291534.27295471734,289291.21944061335
303,507,61,13104,West Glocester Elementary,West Glocester Elementary,West Glocester,2,School,111 Reynolds Road/Rte 94,,Chepachet,RI,02814,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,85.73,"111 REYNOLDS RD, GLOCESTER, RI, 02814",252521.07252334926,302081.9976722493
304,521,63,15101,Jamestown School-Lawn,Jamestown School-Lawn,Jamestown-L.,2,School,55 Lawn Avenue,,Jamestown,RI,02835,05 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"55 LAWN AV, JAMESTOWN, RI, 02835",361363.43827290373,151468.0278093985
305,522,63,15102,Jamestown School-Melrose,Jamestown School-Melrose,Jamestown-M.A.,2,School,76 Melrose Avenue,,Jamestown,RI,02835,PK - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"76 MELROSE AV, JAMESTOWN, RI, 02835",360860.8312185322,152099.97401469175
306,533,64,16106,Brown Avenue School,Brown Avenue School,Brown Avenue,2,School,14 Brown Avenue,,Johnston,RI,02919,01 - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"14 BROWN AV, JOHNSTON, RI, 02919",314987.3294520028,273697.63023915305
307,540,64,16114,Early Childhood Center,Early Childhood Center,Early Child,2,School,10 Memorial Avenue,,Johnston,RI,02919,KF - KF,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"10 MEMORIAL AV, JOHNSTON, RI, 02919",327572.39529497316,272021.05979563354
308,538,64,16112,Johnston Senior High School,Johnston Senior High,Johnston High,2,School,345 Cherry Hill Road,,Johnston,RI,02919,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"345 CHERRY HILL RD, JOHNSTON, RI, 02919",327742.5326749374,272873.21411498846
309,537,64,16111,Nicholas A. Ferri Middle School,Nicholas A. Ferri Middle,Ferri Middle,2,School,10 Memorial Avenue,,Johnston,RI,02919,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"10 MEMORIAL AV, JOHNSTON, RI, 02919",327572.39529497316,272021.05979563354
310,534,64,16108,Sarah Dyer Barnes School,Sarah Dyer Barnes School,Barnes School,2,School,24 Barnes Avenue,,Johnston,RI,02919,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"24 BARNES AV, JOHNSTON, RI, 02919",331729.4917186751,274918.57088338106
311,530,64,16103,Thornton School,Thornton School,Thornton School,2,School,4 School Street,,Johnston,RI,02919,01 - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"4 SCHOOL ST, JOHNSTON, RI, 02919",333769.48645677074,260399.94184451236
312,535,64,16109,Winsor Hill School,Winsor Hill School,Winsor Hill,2,School,100 Theresa Street,,Johnston,RI,02919,01 - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"100 THERESA ST, JOHNSTON, RI, 02919",334585.1218597241,267350.0095951638
313,567,67,17109,Lincoln Central Elementary School,Lincoln Central Elem.,Lincoln Central,2,School,1081 Great Road,,Lincoln,RI,02865,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"1081 GREAT RD, LINCOLN, RI, 02865",342869.52609058894,308010.88420322887
314,573,67,17117,Lincoln Middle School,Lincoln Middle School,Lincoln Middle,2,School,152 Jenckes Hill Road,,Lincoln,RI,02865,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"152 JENCKES HILL RD, LINCOLN, RI, 02865",335310.5069953411,301255.0353768933
315,568,67,17110,Lincoln Senior High School,Lincoln Senior High School,Lincoln High,2,School,135 Old River Road,,Lincoln,RI,02865,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"135 OLD RIVER RD, LINCOLN, RI, 02865",341538.25136140315,310917.48932608817
316,565,67,17106,Lonsdale Elementary School,Lonsdale Elementary,Lonsdale,2,School,270 River Road,,Lincoln,RI,02865,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"270 RIVER RD, LINCOLN, RI, 02865",350904.79421257967,300821.21460467525
317,570,67,17113,Northern Lincoln Elementary School,Northern Lincoln Elem.,N. Lincoln,2,School,315 New River Road,,Manville,RI,02838,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,96.37,"315 NEW RIVER RD, LINCOLN, RI, 02838",336787.78600215574,320593.30075904063
318,569,67,17112,Saylesville Elementary School,Saylesville Elementary,Saylesville,2,School,50 Woodland Street,,Lincoln,RI,02865,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"50 WOODLAND ST, LINCOLN, RI, 02865",351501.10195319174,295007.5918950877
319,597,68,18101,Wilbur and McMahon Schools,Wilbur and McMahon Schools,Wilbur McMahon,2,School,28 Commons,,Little Compton,RI,02837,PK - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"28 COMMONS, LITTLE COMPTON, RI, 02837",417422.9335843513,155467.89617903627
320,607,70,19106,Aquidneck School,Aquidneck School,Aquidneck,2,School,70 Reservoir Avenue,,Middletown,RI,02842,PK - 03,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,90.92,"70 RESERVOIR RD, MIDDLETOWN, RI, 02842",388021.1526303867,150675.25242318478
321,608,70,19107,Forest Avenue School,Forest Avenue School,Forest Avenue,2,School,315 Forest Avenue,,Middletown,RI,02842,KF - 03,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"315 FOREST AV, MIDDLETOWN, RI, 02842",386283.9024061391,161279.29396333045
322,2600,70,19117,Gaudet Learning Academy,Gaudet Learning Academy,Gaudet Learning,2,School,1113 Aquidneck Ave.,,Middletown,RI,02842,04 - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"1113 AQUIDNECK AV, MIDDLETOWN, RI, 02842",388354.8557304022,158907.07147675072
323,613,70,19114,Gaudet Middle School,Gaudet Middle School,Gaudet Middle S,2,School,1113 Aquidneck Avenue,,Middletown,RI,02842,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"1113 AQUIDNECK AV, MIDDLETOWN, RI, 02842",388354.8557304022,158907.07147675072
324,610,70,19111,Middletown High School,Middletown High School,Middletown High,2,School,130 Valley Road,,Middletown,RI,02842,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"130 VALLEY RD, MIDDLETOWN, RI, 02842",386377.5991263809,158404.19076846613
325,645,71,20102,Narragansett Elementary School,Narragansett Elementary,Narra. Elem.,2,School,55 Mumford Road,,Narragansett,RI,02882,PK - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"55 MUMFORD RD, NARRAGANSETT, RI, 02882",336013.96015792363,128988.83816681188
326,647,71,20104,Narragansett High School,Narragansett High School,Narra. High,2,School,245 South Pier Road,,Narragansett,RI,02882,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"245 S PIER RD, NARRAGANSETT, RI, 02882",336355.21848553966,126453.78366994776
327,646,71,20103,Narragansett Pier School,Narragansett Pier School,Narra. Pier,2,School,235 South Pier Road,,Narragansett,RI,02882,05 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"235 S PIER RD, NARRAGANSETT, RI, 02882",336351.0502208635,125851.69746917095
328,2872,73,21107,Claiborne Pell Elementary School,Claiborne Pell Elementary,Claiborne Pell ,2,School,35 Dexter Street,,Newport,RI,02840,PK - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"35 DEXTER ST, NEWPORT, RI, 02840",381601.0612914142,154937.3605615349
329,673,73,21106,Frank E. Thompson Middle School,Frank E. Thompson Middle,Frank E.,2,School,55 Broadway,,Newport,RI,02840,05 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,90.92,"55 BROADWAY ST, NEWPORT, RI, 02840",379858.3498869011,148931.50985899917
330,676,73,21111,Rogers High School,Rogers High School,Rogers High,2,School,15 Wickham Road,,Newport,RI,02840,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"15 WICKHAM RD, NEWPORT, RI, 02840",376604.4898463303,140470.36486026738
331,727,74,23112,Davisville Middle School,Davisville Middle School,Davisville Mid.,2,School,200 School Street,,North Kingstown,RI,02852,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"200 SCHOOL ST, NORTH KINGSTOWN, RI, 02852",337758.2143359468,195351.40330599403
